Age,Attrition,TravelFrequency,DailyRate,Department,Distance,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Role,JobSatisfaction,Marital,MonthlyIncome,MonthlyRate,NumCompanies,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,1,Rarely,903,RESEARCH & DEVELOPMENT,2,3,Medical,3,MALE,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4
32,0,Non-Travel,1200,RESEARCH & DEVELOPMENT,1,4,Technical Degree,4,MALE,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2
48,0,Rarely,1108,RESEARCH & DEVELOPMENT,15,4,Other,3,FEMALE,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6
34,0,Rarely,479,RESEARCH & DEVELOPMENT,7,4,Medical,1,MALE,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0
55,0,Rarely,685,SALES,26,5,Marketing,3,MALE,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13
34,0,Rarely,1351,RESEARCH & DEVELOPMENT,1,4,Life Sciences,2,MALE,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1
26,0,Rarely,474,RESEARCH & DEVELOPMENT,3,3,Life Sciences,1,FEMALE,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0
38,0,Rarely,1245,SALES,14,3,Life Sciences,3,MALE,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7
38,0,Rarely,437,SALES,16,3,Life Sciences,2,FEMALE,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2
36,0,Rarely,884,SALES,1,4,Life Sciences,2,FEMALE,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0
29,0,Rarely,1370,RESEARCH & DEVELOPMENT,3,1,Medical,2,MALE,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5
35,0,Rarely,670,RESEARCH & DEVELOPMENT,10,4,Medical,1,FEMALE,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4
39,0,Rarely,1462,SALES,6,3,Medical,4,MALE,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6
29,0,Frequently,995,RESEARCH & DEVELOPMENT,2,1,Life Sciences,1,MALE,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3
50,0,Rarely,264,SALES,9,3,Marketing,3,MALE,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0
23,0,Rarely,977,RESEARCH & DEVELOPMENT,10,3,Technical Degree,4,MALE,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2
36,0,Frequently,1302,RESEARCH & DEVELOPMENT,6,4,Life Sciences,1,MALE,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2
42,0,Rarely,1059,RESEARCH & DEVELOPMENT,9,2,Other,4,MALE,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1
35,0,Rarely,750,RESEARCH & DEVELOPMENT,28,3,Life Sciences,2,MALE,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8
34,0,Frequently,653,RESEARCH & DEVELOPMENT,10,4,Technical Degree,4,MALE,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7
40,0,Rarely,118,SALES,14,2,Life Sciences,4,FEMALE,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2
43,0,Rarely,990,RESEARCH & DEVELOPMENT,27,3,Technical Degree,4,MALE,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2
35,0,Rarely,1349,RESEARCH & DEVELOPMENT,7,2,Life Sciences,3,MALE,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1
46,0,Rarely,563,SALES,1,4,Life Sciences,4,MALE,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12
28,1,Rarely,329,RESEARCH & DEVELOPMENT,24,3,Medical,3,MALE,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0
22,0,Non-Travel,457,RESEARCH & DEVELOPMENT,26,2,Other,2,FEMALE,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3
50,0,Frequently,1234,RESEARCH & DEVELOPMENT,20,5,Medical,2,MALE,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13
32,0,Rarely,634,RESEARCH & DEVELOPMENT,5,4,Other,2,FEMALE,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2
44,0,Rarely,1313,RESEARCH & DEVELOPMENT,7,3,Medical,2,FEMALE,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10
30,0,Rarely,241,RESEARCH & DEVELOPMENT,7,3,Medical,2,MALE,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1
45,0,Rarely,1015,RESEARCH & DEVELOPMENT,5,5,Medical,3,FEMALE,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4
45,0,Non-Travel,336,SALES,26,3,Marketing,1,MALE,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5
31,0,Frequently,715,SALES,2,4,Other,4,MALE,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3
36,0,Rarely,559,RESEARCH & DEVELOPMENT,12,4,Life Sciences,3,FEMALE,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1
34,0,Frequently,426,RESEARCH & DEVELOPMENT,10,4,Life Sciences,3,MALE,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2
49,0,Rarely,722,RESEARCH & DEVELOPMENT,25,4,Life Sciences,3,FEMALE,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4
39,0,Rarely,1387,RESEARCH & DEVELOPMENT,10,5,Medical,2,MALE,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7
27,0,Rarely,1302,RESEARCH & DEVELOPMENT,19,3,Other,4,MALE,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7
35,0,Rarely,819,RESEARCH & DEVELOPMENT,18,5,Life Sciences,2,MALE,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10
28,0,Rarely,580,RESEARCH & DEVELOPMENT,27,3,Medical,2,FEMALE,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0
21,0,Rarely,546,RESEARCH & DEVELOPMENT,5,1,Medical,3,MALE,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2
18,1,Frequently,544,SALES,3,2,Medical,2,FEMALE,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0
47,0,Rarely,1176,HUMAN RESOURCES,26,4,Life Sciences,4,FEMALE,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0
39,0,Rarely,170,RESEARCH & DEVELOPMENT,3,2,Medical,3,MALE,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7
40,0,Rarely,884,RESEARCH & DEVELOPMENT,15,3,Life Sciences,1,FEMALE,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12
35,0,Non-Travel,208,RESEARCH & DEVELOPMENT,8,4,Life Sciences,3,FEMALE,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9
37,0,Rarely,671,RESEARCH & DEVELOPMENT,19,3,Life Sciences,3,MALE,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2
39,0,Frequently,711,RESEARCH & DEVELOPMENT,4,3,Medical,1,FEMALE,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8
45,0,Rarely,1329,RESEARCH & DEVELOPMENT,2,2,Other,4,FEMALE,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9
38,0,Rarely,397,RESEARCH & DEVELOPMENT,2,2,Medical,4,FEMALE,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2
35,1,Rarely,737,SALES,10,3,Medical,4,MALE,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0
37,0,Rarely,1470,RESEARCH & DEVELOPMENT,10,3,Medical,2,FEMALE,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7
40,0,Rarely,448,RESEARCH & DEVELOPMENT,16,3,Life Sciences,3,FEMALE,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3
44,0,Frequently,602,HUMAN RESOURCES,1,5,Human Resources,1,MALE,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2
48,0,Frequently,365,RESEARCH & DEVELOPMENT,4,5,Medical,3,MALE,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
35,1,Rarely,763,SALES,15,2,Medical,1,MALE,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2
24,0,Frequently,567,RESEARCH & DEVELOPMENT,2,1,Technical Degree,1,FEMALE,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3
27,0,Rarely,486,RESEARCH & DEVELOPMENT,8,3,Medical,2,FEMALE,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2
27,0,Frequently,591,RESEARCH & DEVELOPMENT,2,3,Medical,4,MALE,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2
40,1,Rarely,1329,RESEARCH & DEVELOPMENT,7,3,Life Sciences,1,MALE,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3
29,0,Rarely,469,SALES,10,3,Medical,3,MALE,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4
36,0,Rarely,711,RESEARCH & DEVELOPMENT,5,4,Life Sciences,2,FEMALE,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2
25,0,Frequently,772,RESEARCH & DEVELOPMENT,2,1,Life Sciences,4,MALE,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7
39,0,Rarely,492,RESEARCH & DEVELOPMENT,12,3,Medical,4,MALE,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0
49,0,Rarely,301,RESEARCH & DEVELOPMENT,22,4,Other,1,FEMALE,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2
50,0,Rarely,813,RESEARCH & DEVELOPMENT,17,5,Life Sciences,4,FEMALE,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11
20,0,Rarely,1141,SALES,2,3,Medical,3,FEMALE,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2
34,0,Rarely,1130,RESEARCH & DEVELOPMENT,3,3,Life Sciences,4,FEMALE,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9
36,0,Rarely,311,RESEARCH & DEVELOPMENT,7,3,Life Sciences,1,MALE,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3
49,0,Rarely,465,RESEARCH & DEVELOPMENT,6,1,Life Sciences,3,FEMALE,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12
36,0,Non-Travel,894,RESEARCH & DEVELOPMENT,1,4,Medical,4,FEMALE,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2
36,0,Rarely,1040,RESEARCH & DEVELOPMENT,3,2,Life Sciences,4,MALE,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4
54,0,Rarely,584,RESEARCH & DEVELOPMENT,22,5,Medical,2,FEMALE,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7
43,0,Rarely,1291,RESEARCH & DEVELOPMENT,15,2,Life Sciences,3,MALE,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11
35,1,Frequently,880,SALES,12,4,Other,4,MALE,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7
38,0,Frequently,1189,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,MALE,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
29,0,Rarely,991,SALES,5,3,Medical,1,MALE,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9
33,0,Rarely,392,SALES,2,4,Medical,4,MALE,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4
32,0,Rarely,977,RESEARCH & DEVELOPMENT,2,3,Medical,4,MALE,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6
31,0,Rarely,1112,SALES,5,4,Life Sciences,1,FEMALE,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2
49,0,Rarely,464,RESEARCH & DEVELOPMENT,16,3,Medical,4,FEMALE,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2
38,0,Frequently,148,RESEARCH & DEVELOPMENT,2,3,Medical,4,FEMALE,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3
47,0,Rarely,1225,SALES,2,4,Life Sciences,2,FEMALE,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2
49,0,Rarely,809,RESEARCH & DEVELOPMENT,1,3,Life Sciences,3,MALE,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0
41,0,Rarely,1206,SALES,23,2,Life Sciences,4,MALE,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2
20,0,Rarely,727,SALES,9,1,Life Sciences,4,MALE,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2
33,0,Non-Travel,530,SALES,16,3,Life Sciences,3,FEMALE,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2
36,0,Rarely,1351,RESEARCH & DEVELOPMENT,26,4,Life Sciences,1,MALE,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2
44,0,Rarely,528,HUMAN RESOURCES,1,3,Life Sciences,3,FEMALE,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2
23,1,Rarely,1320,RESEARCH & DEVELOPMENT,8,1,Medical,4,MALE,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2
38,0,Rarely,1495,RESEARCH & DEVELOPMENT,4,2,Medical,4,FEMALE,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0
53,0,Rarely,1395,RESEARCH & DEVELOPMENT,24,4,Medical,2,MALE,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2
48,1,Frequently,708,SALES,7,2,Medical,4,FEMALE,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7
32,1,Rarely,1259,RESEARCH & DEVELOPMENT,2,4,Life Sciences,4,MALE,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0
26,0,Non-Travel,786,RESEARCH & DEVELOPMENT,7,3,Medical,4,MALE,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7
55,0,Rarely,1441,RESEARCH & DEVELOPMENT,22,3,Technical Degree,1,MALE,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2
34,0,Rarely,1157,RESEARCH & DEVELOPMENT,5,2,Medical,2,MALE,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13
60,0,Rarely,370,RESEARCH & DEVELOPMENT,1,4,Medical,3,MALE,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0
33,0,Rarely,267,RESEARCH & DEVELOPMENT,21,3,Medical,2,MALE,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13
37,0,Frequently,1278,SALES,1,4,Medical,3,MALE,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3
34,0,Rarely,678,RESEARCH & DEVELOPMENT,19,3,Life Sciences,2,FEMALE,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7
23,1,Rarely,427,SALES,7,3,Life Sciences,3,MALE,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2
44,0,Rarely,921,RESEARCH & DEVELOPMENT,2,3,Life Sciences,3,FEMALE,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7
35,0,Frequently,146,RESEARCH & DEVELOPMENT,2,4,Medical,1,MALE,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4
43,0,Rarely,1179,SALES,2,3,Medical,4,MALE,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8
24,0,Rarely,581,RESEARCH & DEVELOPMENT,9,3,Medical,3,MALE,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4
41,0,Rarely,918,SALES,6,3,Marketing,4,MALE,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7
29,0,Rarely,1082,RESEARCH & DEVELOPMENT,9,4,Medical,4,FEMALE,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2
36,0,Rarely,530,SALES,2,4,Life Sciences,3,FEMALE,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7
45,0,Non-Travel,1238,RESEARCH & DEVELOPMENT,1,1,Life Sciences,3,MALE,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4
24,1,Rarely,240,HUMAN RESOURCES,22,1,Human Resources,4,MALE,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0
47,1,Frequently,1093,SALES,9,3,Life Sciences,3,MALE,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10
26,0,Rarely,390,RESEARCH & DEVELOPMENT,17,4,Medical,4,MALE,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2
45,0,Rarely,1005,RESEARCH & DEVELOPMENT,28,2,Technical Degree,4,FEMALE,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6
32,0,Frequently,585,RESEARCH & DEVELOPMENT,10,3,Life Sciences,1,MALE,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3
31,0,Rarely,741,RESEARCH & DEVELOPMENT,2,4,Life Sciences,2,MALE,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3
41,0,Non-Travel,552,HUMAN RESOURCES,4,3,Human Resources,3,MALE,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2
40,0,Rarely,369,RESEARCH & DEVELOPMENT,8,2,Life Sciences,2,FEMALE,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0
24,0,Rarely,506,RESEARCH & DEVELOPMENT,29,1,Medical,2,MALE,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2
46,0,Rarely,717,RESEARCH & DEVELOPMENT,13,4,Life Sciences,3,MALE,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9
35,0,Rarely,1370,RESEARCH & DEVELOPMENT,27,4,Life Sciences,4,MALE,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7
30,0,Rarely,793,RESEARCH & DEVELOPMENT,16,1,Life Sciences,2,MALE,33,3,1,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8
47,0,Non-Travel,543,SALES,2,4,Marketing,3,MALE,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0
46,0,Rarely,1277,SALES,2,3,Life Sciences,3,MALE,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3
36,1,Rarely,1456,SALES,13,5,Marketing,2,MALE,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2
32,1,Rarely,964,SALES,1,2,Life Sciences,1,MALE,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0
23,0,Rarely,160,RESEARCH & DEVELOPMENT,4,1,Medical,3,FEMALE,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2
31,0,Frequently,163,RESEARCH & DEVELOPMENT,24,1,Technical Degree,4,FEMALE,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4
39,0,Non-Travel,792,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,MALE,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8
32,0,Rarely,371,SALES,19,3,Life Sciences,4,MALE,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2
40,0,Rarely,611,SALES,7,4,Medical,2,MALE,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8
45,0,Rarely,176,HUMAN RESOURCES,4,3,Life Sciences,3,FEMALE,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3
30,0,Frequently,1312,RESEARCH & DEVELOPMENT,2,4,Technical Degree,4,FEMALE,78,2,1,Research Scientist,1,Single,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7
24,0,Frequently,897,HUMAN RESOURCES,10,3,Medical,1,MALE,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1
30,1,Frequently,600,HUMAN RESOURCES,8,3,Human Resources,3,FEMALE,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2
31,0,Rarely,1003,SALES,5,3,Technical Degree,1,MALE,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2
27,0,Rarely,1054,RESEARCH & DEVELOPMENT,8,3,Medical,3,FEMALE,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4
29,1,Rarely,428,SALES,9,3,Marketing,2,FEMALE,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2
29,0,Frequently,461,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,MALE,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2
30,0,Rarely,979,SALES,15,2,Marketing,3,MALE,94,2,3,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7
34,0,Rarely,181,RESEARCH & DEVELOPMENT,2,4,Medical,4,MALE,97,4,1,Research Scientist,4,Married,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2
33,0,Non-Travel,1283,SALES,2,3,Marketing,4,FEMALE,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7
49,0,Rarely,1313,SALES,11,4,Marketing,4,FEMALE,80,3,2,Sales Executive,4,Single,4507,8191,3,No,12,3,3,0,8,1,4,5,1,0,4
33,1,Rarely,211,SALES,16,3,Life Sciences,1,FEMALE,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0
38,0,Frequently,594,RESEARCH & DEVELOPMENT,2,2,Medical,3,FEMALE,75,2,1,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5
31,1,Rarely,1079,SALES,16,4,Marketing,1,MALE,70,3,3,Sales Executive,3,Married,8161,19002,2,No,13,3,1,3,10,2,3,1,0,0,0
29,0,Rarely,590,RESEARCH & DEVELOPMENT,4,3,Technical Degree,4,FEMALE,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0
30,0,Rarely,305,RESEARCH & DEVELOPMENT,16,3,Life Sciences,3,MALE,58,4,2,Healthcare Representative,3,Married,5294,9128,3,No,16,3,3,1,10,3,3,7,0,1,7
32,0,Non-Travel,953,RESEARCH & DEVELOPMENT,5,4,Technical Degree,2,MALE,65,3,1,Research Scientist,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7
